Econòmic,Orgànic,Subprograma,Text subprograma,PREV. INICIAL,PREV.DEFINITIVA,LIQUIDAT,Any
39905,603,93219,Serveis d’ingressos,10,10,0,2013
39905,604,93219,Serveis d’ingressos,10,10,0,2013
39905,605,93219,Serveis d’ingressos,10,10,0,2013
39905,606,93219,Serveis d’ingressos,10,10,0,2013
39905,607,93219,Serveis d’ingressos,10,10,0,2013
39905,608,93219,Serveis d’ingressos,10,10,0,2013
39905,609,93219,Serveis d’ingressos,10,10,1.7,2013
39905,610,93219,Serveis d’ingressos,10,10,3.5,2013
39905,801,93219,Serveis d’ingressos,10,10,0,2013
39906,603,93219,Serveis d’ingressos,165000,165000,36388.59,2013
39907,401,93219,Serveis d’ingressos,10,10,73376.79,2013
39907,604,93219,Serveis d’ingressos,10,10,0,2013
39908,101,93219,Serveis d’ingressos,10,10,0,2013
39909,101,93219,Serveis d’ingressos,10,10,15288.43,2013
39909,703,93219,Serveis d’ingressos,10,10,12416.82,2013
39910,502,93219,Serveis d’ingressos,10,10,8095.9,2013
39911,101,93219,Serveis d’ingressos,281863,281863,9020534.89,2013
39911,701,93219,Serveis d’ingressos,10,10,248584.02,2013
39912,101,93219,Serveis d’ingressos,10,10,0,2013
39912,401,93219,Serveis d’ingressos,10,10,97451.27,2013
39912,501,93219,Serveis d’ingressos,10,10,595604.55,2013
39912,502,93219,Serveis d’ingressos,10,10,0,2013
39912,601,93219,Serveis d’ingressos,10,10,0,2013
39912,602,93219,Serveis d’ingressos,10,10,0,2013
39912,603,93219,Serveis d’ingressos,10,10,0,2013
39912,604,93219,Serveis d’ingressos,10,10,22549.43,2013
39912,605,93219,Serveis d’ingressos,10,10,0,2013
39912,606,93219,Serveis d’ingressos,10,10,0,2013
39912,607,93219,Serveis d’ingressos,10,35026.2,35026.2,2013
39912,608,93219,Serveis d’ingressos,10,10,0,2013
39912,609,93219,Serveis d’ingressos,10,10,0,2013
39912,610,93219,Serveis d’ingressos,10,10,0,2013
39913,605,93219,Serveis d’ingressos,10,10,0,2013
39914,703,93219,Serveis d’ingressos,10,10,28869.79,2013
39915,703,93219,Serveis d’ingressos,10,10,268161.68,2013
39916,501,93219,Serveis d’ingressos,10,10,0,2013
39917,401,93219,Serveis d’ingressos,10,10,49177.86,2013
39918,101,93219,Serveis d’ingressos,0,0,168,2013
39919,502,93219,Serveis d’ingressos,0,0,94681.04,2013
39920,502,93219,Serveis d’ingressos,0,0,6602.08,2013
39998,703,93219,Serveis d’ingressos,10,10,-7418.89,2013
39999,101,93219,Serveis d’ingressos,10,10,20029.66,2013
39999,606,93219,Serveis d’ingressos,0,0,1.84,2013
39999,607,93219,Serveis d’ingressos,0,0,10028.5,2013
39999,701,93219,Serveis d’ingressos,10,10,0,2013
39999,702,93219,Serveis d’ingressos,10,10,0,2013
39999,703,93219,Serveis d’ingressos,10,10,0,2013
39999,801,93219,Serveis d’ingressos,10,10,0,2013
41000,101,93219,Serveis d’ingressos,0,40000,110164,2013
41000,201,93219,Serveis d’ingressos,0,74353.33,76405.75,2013
41000,601,93219,Serveis d’ingressos,0,31181.67,31181.67,2013
41000,602,93219,Serveis d’ingressos,0,150000,150000,2013
41000,607,93219,Serveis d’ingressos,0,12000,12000,2013
41000,801,93219,Serveis d’ingressos,0,20000,20000,2013
42010,703,93219,Serveis d’ingressos,691643980,824158700.29,870641764.75,2013
42011,703,93219,Serveis d’ingressos,67578020,67578020,83963639.22,2013
42030,703,93219,Serveis d’ingressos,2098000,2098000,2228606.77,2013
42090,101,93219,Serveis d’ingressos,10,10,0,2013
42090,201,93219,Serveis d’ingressos,10,10,0,2013
42090,702,93219,Serveis d’ingressos,10,10,21920.85,2013
42090,703,93219,Serveis d’ingressos,10,10,0,2013
42090,801,93219,Serveis d’ingressos,10,10,0,2013
